timestamp,hour,day_of_week,month,year,temperature,weather_condition,visibility,road_type,speed_limit,road_width,road_condition,vehicle_type,vehicle_age,driver_age,driver_experience,fatigue_level,accident_severity
2023-02-18 20:57:12.107443600,20,5,2,2023,7.7280711502958015,Rain,62.14962378695785,Rural,81.74941379456502,8.061321606084201,4.480067844991855,Van,7.0031760307175945,50.16175221036538,34.49754277083414,45.77842463800143,6.721960423696436
2022-02-27 23:05:57.039936848,23,6,2,2022,17.854759789651347,Rain,76.27733497141391,Rural,84.73152570491035,7.175966673307614,7.991898086569838,Truck,11.06524242743585,53.24447590372642,38.13493147546555,21.283450873368253,5.495091445776345
2021-02-26 15:33:36.085841448,15,4,2,2021,6.568732369945141,Clear,85.61742020629276,Urban,48.98765242103031,9.016809513329878,8.117139687570127,Car,4.98091459206692,39.14694714777048,18.540842205519994,2.6775282114190873,3.259520003857599
2022-03-17 07:14:26.850917952,7,3,3,2022,2.179062643474202,Rain,82.74560009113014,Highway,117.59019676500272,16.787728051342853,8.42460687937504,Car,4.949646053728459,20.42134693682894,4.4810111781296635,22.322203388206447,5.572857628464078
2020-03-09 22:16:15.941827044,22,0,3,2020,9.541510917078764,Clear,94.78675547338395,Highway,114.72691265658867,12.452607296509012,6.734627467073319,Car,2.419623134565768,43.48817830503716,26.456635948917732,17.616725544188,4.8525516639335855
2022-04-03 06:37:17.507983664,6,6,4,2022,19.245531437746273,Clear,91.28686626273576,Rural,85.75433088541213,8.550079026423663,7.328536075175126,Motorcycle,2.8527051819104337,40.71243460002511,26.410806101693172,21.314360376579707,2.4413506861030836
2022-08-21 19:33:31.765409408,19,6,8,2022,20.828988668183307,Rain,83.88247986514016,Urban,55.99947352708628,9.193151144503096,7.902436212824383,Car,14.590742719798826,42.36690688244028,25.940635732183043,45.42118175597422,5.149357552986805
2020-03-25 01:50:50.829315792,1,2,3,2020,8.41518495465468,Clear,98.00311712976524,Residential,30.41140970769685,5.793067996552925,5.669335906330298,Car,4.997997910132223,45.305352491937064,29.501133081056487,24.935249691447076,3.520183410952815
2022-07-24 08:12:37.760008864,8,6,7,2022,27.369723820557326,Rain,67.32472266334824,Residential,32.388941031598144,5.699557325602424,6.2027306066610945,Car,11.971951580942937,70.73650755046867,50.504395624933146,52.13113423024424,4.612057634282387
2021-01-13 02:43:59.308163680,2,2,1,2021,8.249604128949375,Snow,63.670767133423155,Highway,111.86577782846992,14.3184573485363,4.502110422689772,Car,18.370676979946083,34.07306773581877,16.201200408586494,21.982802639271803,7.597228570511434
2022-05-27 11:36:41.864419296,11,4,5,2022,16.999783658641924,Snow,56.802233447365865,Rural,65.11757589015271,6.267757033479903,6.4042048932608315,Car,10.525646375155949,33.8793689247075,14.730190992699569,33.31042056183431,7.798321213858975
2024-07-03 21:15:20.856318480,21,2,7,2024,32.932473126384934,Clear,89.93645775096441,Urban,50.36326610490745,8.805964518915891,7.4363054466521366,Car,7.675018365143362,50.108635596683115,33.093706079585694,15.726948615211661,4.133832456002956
2022-08-16 16:54:23.610593920,16,1,8,2022,25.63817868235188,Clear,97.41841267245958,Rural,81.03937045885935,6.52196654189553,4.951314647422139,Truck,7.040235529733121,42.23521966946465,22.271704502031266,28.320016937823723,5.417101658643184
2021-12-09 11:19:33.601593024,11,3,12,2021,8.188867176927374,Clear,94.85878193573826,Urban,47.309998159998116,9.548811664824882,6.903437882694652,Car,6.47583663225075,49.959497433977425,31.882390331513744,26.45898048921877,3.2394379774103226
2020-03-19 23:11:42.674500312,23,3,3,2020,12.055653431576461,Clear,86.96724292835334,Rural,76.93671625363993,9.267188078709145,8.980657273684605,Motorcycle,3.3905834512562603,41.30357994499078,24.97095792072186,20.811179598028573,4.1783812319891815
2021-03-13 10:22:31.819414800,10,5,3,2021,8.250119160436705,Clear,95.71730824873528,Urban,46.02778408994079,9.947286209501925,7.108325197203183,Car,3.0224580495523865,54.57485654313808,37.011439357706955,43.88919822819404,3.181703634564668
2020-04-04 11:31:56.715904452,11,5,4,2020,14.371699817479787,Clear,94.10421800901662,Residential,35.41440513344904,6.260108033274452,7.235017745137709,Car,2.9119361012242497,40.890776321303655,24.013366314555952,25.93400970318812,3.829596625171599
2019-11-20 03:20:42.728505712,3,2,11,2019,4.461195346388207,Snow,47.78211119960755,Highway,101.23864204888326,16.935444165048718,6.571983159897773,Car,8.411129843898266,43.58094332521933,28.733828040832037,49.94977974239072,7.8233506312945895
2024-08-05 08:58:25.554788336,8,0,8,2024,30.34961436546254,Rain,68.56374059532139,Rural,79.85828226418772,8.322236539525218,7.382568485325546,Car,4.899614577278368,34.68491577977179,15.78060740448434,27.6700250770203,6.045190755816618
2021-09-01 21:53:22.044437304,21,2,9,2021,24.4141685721724,Clear,89.60573676160625,Urban,48.7405600241199,13.552741235461601,7.107117010986422,Motorcycle,12.412424117512197,32.80285792061037,15.394624496270158,36.58823563027736,4.1984876979944445
2020-12-10 12:43:57.147947656,12,3,12,2020,5.3988577334952055,Clear,89.11301689532867,Highway,113.13481312592035,16.21411196749786,7.35219800319423,Truck,15.727449360737559,59.3488307579473,42.41132613089575,40.75918799079075,5.132982510327931
2023-11-10 12:35:18.696102464,12,4,11,2023,13.83523627569759,Rain,77.94696242430447,Urban,55.28419551802575,9.51390894161314,6.005575343107784,Truck,25.0,24.437450303559498,6.104306639579602,42.04527801484159,5.8359215110655835
2024-04-13 11:34:49.533186176,11,5,4,2024,20.619937123084757,Clear,99.65792859309228,Rural,76.38017164912543,7.490541142549079,6.271706763884888,Car,7.307969424999618,41.20115152753214,22.887587860887567,28.93882797166746,3.7489370090853074
2023-08-13 02:10:25.986831552,2,6,8,2023,33.93692749798602,Clear,99.13635217639657,Rural,95.51312856805745,8.285277541411308,6.3611752187893105,Car,4.303804029543511,27.643495433908885,7.422176707825598,10.740648601233286,4.823831336937004
2022-10-30 08:30:20.586291488,8,6,10,2022,19.530911162418192,Rain,81.16916639283201,Urban,44.65031615714634,8.008566560140167,7.568746268654405,Car,1.4826012569472806,23.6215254074762,4.62947889125196,35.540513085661225,5.5960027555626635
2023-10-19 19:18:59.038136672,19,3,10,2023,18.338443550595237,Rain,74.82254612851132,Highway,106.53956560057037,15.823947411083793,6.993468973586932,Truck,17.90490406669017,62.0872164121601,45.66159242625846,9.595225959512856,6.471910132973184
2024-07-13 22:10:47.588991760,22,5,7,2024,33.60709727237233,Clear,96.16568367754707,Highway,100.07969361150133,19.340022183010586,5.621019155690142,Car,14.300691089733654,21.0042367919953,5.846747350247042,33.22598139868494,5.402487849066955
2020-12-24 22:47:13.727605624,22,3,12,2020,7.381389098503772,Clear,92.12718377301614,Urban,58.97160821140894,11.411566380840558,5.284770402643865,Car,4.643806441930036,29.55412661231226,11.012096690559606,37.54689322629494,4.853148882765304
2021-02-02 22:06:11.081340992,22,1,2,2021,-1.0160045165643172,Clear,91.24024467739054,Rural,66.99717296619143,6.867271283960112,6.934872961963324,Car,1.2158345836083106,26.262543577761786,7.085681837057459,17.995324585406415,4.463334757465225
2023-05-15 02:37:04.546687536,2,0,5,2023,22.364963517969446,Clear,95.7023008126019,Urban,58.491204328729964,9.737862371548692,6.946241603116777,Car,7.0861435961956705,36.56768178438318,16.69766380244745,25.780104539336563,4.292382147698595
2022-11-10 02:57:05.626795536,2,3,11,2022,12.681411774931053,Rain,72.07720400521659,Urban,45.06632624095377,8.504436035062685,7.2856050166099156,Truck,15.691443659560175,47.83339589716192,30.09221788717782,16.599176741825314,5.142001775818761
2022-10-10 06:39:27.120944960,6,0,10,2022,17.44230234077381,Clear,94.69924055890051,Urban,46.03766515157667,9.962011066528552,5.841437443686376,Car,5.900981150126894,48.57295569959426,32.21736091725442,28.242041046044775,3.946307255150512
2024-06-11 01:42:03.736606512,1,1,6,2024,27.26841991423606,Clear,98.87358887162897,Urban,42.47951464644561,10.855630978214956,6.5486803136159235,Car,4.906416530059543,42.75983598857622,27.17789880129216,7.9312962906915665,3.0357545873901177
2019-11-14 07:10:16.265859447,7,3,11,2019,12.791059359877012,Clear,84.37258055414452,Residential,25.745529306841735,5.625716300420493,5.442153132663782,Car,9.90461330505208,29.3520689379473,9.160597894894408,15.920292737063264,3.7882866002315727
2020-12-25 16:18:32.035436408,16,4,12,2020,3.0185380836951,Rain,60.84133593964127,Urban,46.940842348429754,9.811775853433357,8.825838081709938,Car,3.37330803036022,59.5776797885712,40.65920526277268,8.925926909550732,4.033420078489541
2021-07-10 19:10:55.149747840,19,5,7,2021,27.39634655150759,Rain,76.96852102991147,Highway,112.79172432141556,15.310718125682671,7.666519220687985,Car,11.963057170323875,46.04076348296417,30.375434052998095,27.821906828279563,6.1650732957847225
2024-06-02 16:12:03.196552528,16,6,6,2024,28.60888186719712,Clear,92.13229625030226,Urban,54.936276901745195,10.008925469929515,6.249898876717156,Truck,5.674566062802826,57.307755589232514,39.18497848896198,27.03353444995947,2.957425291457867
2021-08-19 14:07:02.926525512,14,3,8,2021,40.11117119998661,Clear,87.07519129305973,Rural,64.43357473100897,9.449204283774197,8.86311365892551,Car,11.722392209228856,56.2801034315991,34.83269288883588,2.530057509366298,3.5933518903306565
2022-04-06 04:42:30.739306784,4,2,4,2022,9.33538629257955,Clear,88.74516683732914,Highway,99.7736888297725,15.10238888644341,5.6221079922394255,Car,5.368072101652055,58.17707435622104,38.455470360705604,25.056812564869617,4.752340129716744
2021-07-05 12:08:57.417974656,12,0,7,2021,31.26088187136936,Clear,94.43073103382505,Residential,33.25214078440106,5.917334744915888,6.254233663867217,Car,6.1608513703944645,22.347986947293535,6.16520740009587,60.91352075680639,3.9149329443647747
2023-04-09 03:40:17.886021456,3,6,4,2023,15.531806462074625,Rain,71.51840042078342,Urban,47.91055900682839,12.08385570566091,6.235211785340029,Car,11.749784649323722,40.87797440922698,24.770386143074777,21.820610038118055,4.798247413544192
2023-01-29 23:29:08.219054768,23,6,1,2023,-2.6174386431600194,Snow,72.71412041226259,Highway,118.75863976347304,13.018414636158335,6.977662525208691,Car,5.326537320459467,48.532599110283364,28.463060743272457,18.952069959867426,7.448385595847887
2023-08-09 19:19:33.601593024,19,2,8,2023,33.444744922883494,Clear,90.82601992900729,Rural,80.54907016226238,8.342036467283494,6.683269123393798,Car,12.158698681573416,36.142654752224345,17.818322224033572,44.49423003695918,5.271860467863701
2021-02-13 12:10:06.544887352,12,5,2,2021,7.412148867496336,Rain,68.73170718012794,Urban,41.39129364318439,10.048363710673515,7.23147529648753,Car,2.1353588394071297,19.61762630109732,1.1988975769118655,37.10427025311592,5.069431206678233
2020-04-27 11:28:03.412574118,11,0,4,2020,14.904488238382097,Snow,52.38238409582271,Rural,89.4533977336053,7.0851524015264635,6.96245494174234,Motorcycle,8.824800402855077,28.569194867543505,10.607857213309122,21.628420788248086,7.320845754155173
2021-11-16 20:09:06.058838744,20,1,11,2021,12.642188551687081,Clear,95.89698627098159,Urban,49.60544542885124,9.54901031436982,7.69902711049084,Car,4.055798594547239,38.0635843212911,19.87169096663159,26.664215831336517,3.352782631990371
2023-04-11 03:51:23.232556112,3,1,4,2023,20.682662944012755,Rain,85.16001192368908,Residential,25.514499766075318,5.100391211007803,5.911149002751906,Truck,18.3753523298201,32.37408587663966,13.715685139648922,34.3374944929559,4.612166801828822
2021-03-12 21:14:03.088541712,21,4,3,2021,15.270397418920748,Rain,73.12692532518969,Highway,121.9639419251039,14.594366274527724,8.813094090281597,Van,1.5750484779906544,40.1953328804348,19.667423432475438,33.68615226648676,5.63995724914675
2021-04-22 22:49:57.904023264,22,3,4,2021,15.035618691054655,Clear,90.63276649748678,Urban,53.426821231208116,10.188801465125835,5.401119436338085,Car,1.3647834936551688,35.656700503318376,18.160470398500568,54.07494386103406,4.05881816345471
2021-03-26 09:23:11.783411200,9,4,3,2021,4.604522839112126,Clear,91.64836145460467,Rural,80.72901525688701,9.52813292548387,6.4738905200630485,Truck,25.0,35.938384599900516,20.436016480602458,40.66444190388206,4.891909387098214
2023-05-23 07:44:15.509783840,7,1,5,2023,32.06740283945765,Clear,94.85484554617888,Rural,75.13053909746819,7.202403332392739,7.923367902179034,Car,8.795684576017305,26.466967630336526,8.03385717822977,36.38258113597278,5.113250960700429
2024-02-27 11:42:36.139846848,11,1,2,2024,12.065465434720855,Rain,85.41764608199017,Urban,57.64406303676684,11.793150970300207,5.877060453249722,Van,6.303807466114574,49.156747823281634,33.508857831495085,64.29940868110572,4.056790327558586
2024-09-04 07:21:56.175850448,7,2,9,2024,18.829024418137905,Clear,93.3993949932348,Rural,79.07184534997306,7.583361932274118,6.686850042895858,Car,18.872685303602342,31.437581954608085,13.601875186851618,35.583163706514476,5.541943371627853
2021-11-21 05:16:55.905823440,5,6,11,2021,23.928269311857832,Clear,93.92184592762518,Highway,121.15209555850554,12.278493811291579,9.112261200035938,Car,14.826070134962674,35.25138435076437,16.803431247186786,22.924429226436096,5.1886826499701995
2020-05-20 02:38:30.955328394,2,2,5,2020,16.007690318353376,Clear,98.6014826383233,Urban,52.81847972627571,11.120565162920975,4.643599090451824,Car,5.302187942246366,48.60958357300335,31.93470240412752,29.90457968084101,3.7055261416123386
2024-04-12 18:03:31.225355392,18,4,4,2024,10.381960220514726,Clear,96.09114184634456,Highway,115.24129971342632,13.884116499567742,8.428927132043814,Car,11.32110013940302,30.082419160535203,12.43672581798945,38.8706658840467,5.686332169549808
2023-07-10 03:24:44.672700128,3,0,7,2023,33.29718113631665,Clear,97.30745786885258,Urban,57.067861170163866,10.660855054503166,6.35740955194264,Car,16.46689245156452,42.744216303580615,24.430348394149085,23.795218780840422,5.178432018354339
2023-03-04 22:14:49.533186176,22,5,3,2023,10.993151484126532,Clear,94.37062069136694,Urban,50.2064976550699,8.682495435180506,4.568361054900001,Car,4.582463284439736,42.71853304086929,23.87441559041643,34.02913951025221,3.884155912719552
2022-08-20 08:30:55.149747840,8,5,8,2022,33.39567884096332,Clear,93.7798769588205,Urban,49.30307346375151,10.627183463871892,6.896586427064907,Car,1.4622225935683797,23.010335678098095,5.111460281859006,42.32602902492715,3.4447001486667985
2021-02-07 11:36:50.505283392,11,6,2,2021,16.529526719942833,Clear,96.15728237516011,Urban,43.284718716598476,12.065844867997548,7.2770733036135455,Car,5.849348429932404,49.57145077014702,32.541109616232575,11.458125070603053,2.3901701833923097
2023-09-07 06:40:27.606993568,6,3,9,2023,25.56788482124695,Clear,85.77244932350713,Urban,50.04352533254474,10.992011398563918,3.6083878940710807,Car,1.1943986808092102,48.64069103591972,33.03117878246251,23.29745531783405,3.4156370540787226
2023-10-29 20:14:25.770809936,20,6,10,2023,24.781948130972097,Snow,65.74100521613252,Urban,50.94569936572067,9.791565610813908,6.669947741519431,Car,3.8085192734001168,45.51094040345735,25.754787740199642,51.47593031920481,6.12418241632667
2020-11-23 22:06:45.644797340,22,0,11,2020,8.337757412788275,Clear,91.9673142392381,Urban,40.488888993171166,12.856516186811977,5.572654658840914,Car,8.67040823985927,28.410471557793947,9.490423477447298,28.269377209065578,3.7324104147703085
2019-12-25 00:00:31.927425604,0,2,12,2019,4.707016414656973,Clear,96.38175441329312,Urban,43.34728757525794,10.400285144229098,7.437854961314596,Motorcycle,0.5072938702244414,46.193583627158496,30.016112404503307,43.22938678261889,3.519870404702982
2020-12-28 10:00:55.689801840,10,0,12,2020,11.84682541134229,Clear,94.5823146281339,Urban,47.86892254285884,9.116027861418404,8.32591416487714,Car,1.7986149074462112,39.69560469431563,22.545309461318308,64.05861793183016,3.0140400522362474
2023-02-17 01:08:56.337866640,1,4,2,2023,12.425232280384051,Rain,68.27900164044495,Rural,79.26229894862112,8.685270642937887,7.2714950114781045,Truck,11.383240103246388,39.67623995998305,22.370437646215276,21.663159569866345,6.655447735558531
2023-09-03 06:18:16.913924256,6,6,9,2023,32.938077610601866,Rain,58.001958549213995,Highway,97.81543508409791,16.574675222064645,5.912340455867508,Car,4.483044547636898,39.450403862869706,18.297510141531177,7.535590580545115,6.249458963195781
2021-07-21 04:52:01.036336496,4,2,7,2021,32.36717635901204,Clear,97.55858195469088,Residential,27.171357359373815,5.104521269909677,6.827386112075764,Car,4.904534563214624,44.5304018546907,24.740556728657932,39.86596389257896,2.3626864281070272
2020-04-16 12:38:28.795112372,12,3,4,2020,10.874326560431989,Clear,96.01254856562306,Urban,53.54766276267803,8.557308530545962,7.349367622438298,Car,4.7584779334870255,40.78321158189844,22.32057981203471,39.04107479502296,3.2446360858666305
2023-08-10 08:28:02.332466112,8,3,8,2023,25.55837208318718,Clear,98.70967350055682,Highway,103.76927643467408,15.918836587445266,6.799542176271603,Motorcycle,5.675387363850504,25.466726900080268,6.111282396276248,51.417736972713435,4.3485343052544385
2023-10-13 01:14:24.690701936,1,4,10,2023,20.062869353036355,Clear,95.89313624461583,Rural,85.77848343861842,8.420332716816686,6.063136024936812,Car,11.136669401731936,37.0882082657354,21.99875762591442,9.292036333881825,4.622950866041745
2022-09-27 12:01:36.733906256,12,1,9,2022,15.587561335956984,Clear,92.26606197504088,Rural,72.17959179234603,6.613901073420621,6.345919457289036,Car,4.749573382266757,57.89964620774124,39.97411306437609,32.38634740286214,3.4938707463418432
2022-08-24 00:07:26.688901744,0,2,8,2022,32.55414733429616,Clear,93.78679472855531,Highway,120.41958675340689,19.018162828398218,7.799192260153203,Truck,11.038404622139405,29.56629621004422,13.663987316174246,14.715314629448425,5.368375655311008
2023-05-19 07:22:04.816714528,7,4,5,2023,31.55337529972486,Clear,96.16312821754681,Urban,53.77438337852767,11.640018185247989,7.983578588423218,Car,5.3787874834417675,36.74801458565047,21.49029283602781,42.538691256554834,3.08678283546033
2023-07-08 07:36:28.903123168,7,5,7,2023,25.755583925487702,Clear,93.70842365685347,Residential,30.77349636075455,7.287251280757701,6.652191262275731,Motorcycle,1.5036815902615672,45.687065952456855,25.90864823500584,48.37379312394608,3.2778940364589273
2020-10-31 22:10:38.948127676,22,5,10,2020,15.820100929735084,Rain,76.2338408364727,Highway,123.23226427079908,17.167032357854918,8.757299115028033,Motorcycle,5.477231974759402,34.98518533708534,16.42145672673161,17.43635173032946,6.104550987111145
2023-05-17 11:33:49.047137568,11,2,5,2023,17.070646356189457,Clear,95.90411903586653,Rural,82.66122523540369,8.39954289828011,7.38090914780397,Car,4.359213963483006,47.81112524531275,33.67113106342595,44.13142005049125,2.9798823279522546
2020-02-17 00:37:06.706903552,0,0,2,2020,9.434355264505252,Clear,93.7048919770791,Highway,102.63239760677382,19.99809064408945,6.376455590295155,Car,3.5153356683259154,40.48708681241868,23.92468056246674,37.45840865030597,4.938689548304815
2022-03-25 21:07:16.967929648,21,4,3,2022,15.404526543947295,Clear,87.8323734532947,Rural,88.75924538692443,7.191994443198341,9.414425428056884,Car,7.997009910603586,49.28766959382884,34.0769432572325,6.06946618688951,3.702422724846609
2024-06-16 08:44:01.468379696,8,6,6,2024,23.446360955057134,Clear,93.74180150919914,Urban,50.10080659364867,11.804064600765479,7.874375466178406,Car,3.942425959932308,36.11090942857132,17.986810439688547,31.493682548978807,3.304143096800291
2021-10-08 05:35:47.859018760,5,4,10,2021,20.16975258083934,Clear,91.94954779260463,Highway,99.24243930756988,13.375593527530658,7.013959752433001,Car,17.541617337818554,45.02931379281323,28.026979948815395,42.51908422346797,5.477531261258682
2021-11-16 02:37:47.751007960,2,1,11,2021,8.06760684843409,Rain,71.32205567852466,Rural,86.159972631325,8.526221633762521,6.1638147762311455,Car,2.430763387717825,35.15394144676561,16.97915413085419,29.6448212817,5.802156480238531
2020-07-13 07:37:55.311764036,7,0,7,2020,25.664451424559804,Clear,90.1181906605646,Rural,87.34158082864677,8.472531769013212,5.515174008002978,Truck,10.740852329504962,39.561801520041975,23.193896149680576,19.030737436600134,4.841478930652352
2021-09-17 14:36:25.662799144,14,4,9,2021,24.618361543039512,Clear,91.1189652698371,Urban,47.474146914748495,10.825862627584181,6.3384840031896355,Motorcycle,1.0691851554777767,29.988107718522368,13.201674896920366,26.59404231140735,3.624842693653156
2022-01-21 04:20:54.609693832,4,4,1,2022,13.589934526476979,Clear,89.18900715656847,Residential,32.77915359827637,6.290991003749227,5.225571667675121,Truck,9.75036692256548,38.21234068854922,21.14590984393576,39.444074169607745,3.7247170674292125
2024-03-03 18:44:33.871620016,18,6,3,2024,19.14220758505974,Clear,91.29947941463567,Residential,27.638944084419443,5.938670600808852,7.488078647663709,Car,3.5674556209644175,44.23933151440875,26.53262722781694,58.644792190188056,2.982876097894593
2022-08-04 07:02:12.377470608,7,3,8,2022,32.730605322791135,Clear,92.72015135306322,Rural,72.78589096826215,8.047876112614395,4.909952369994443,Car,2.5100336649098165,27.389390196053398,12.052500971696965,52.672481024589686,4.119422628107608
2020-12-01 18:28:17.453978260,18,1,12,2020,4.508888523837479,Clear,97.50427873820578,Highway,115.19752168443938,18.100814844718528,7.241932380879993,Car,2.3092974503273282,30.673602783144524,11.853808236640338,52.203150591045045,5.199556608508848
2024-01-12 16:13:12.323465200,16,4,1,2024,7.865626204526932,Clear,91.57759375153576,Rural,78.41604183044872,8.964867973291451,6.241940988636795,Truck,9.42404437454462,40.93297333004612,24.553735967780018,44.43992836761824,5.5996015122407865
2023-02-21 14:39:35.761809040,14,1,2,2023,15.632535255815505,Clear,96.56211585340935,Highway,119.56436902684908,14.856687555566015,6.646450525847645,Car,1.406551978247752,36.83821739859018,21.29588289186705,36.3901954463514,5.806700642185465
2021-12-29 04:24:47.913024160,4,2,12,2021,7.95959471421999,Clear,97.01881640736994,Highway,115.96625669338087,14.639374841559652,5.367286490239051,Car,13.414342966330349,32.44461794782217,13.823427716577738,18.27266565659539,5.168247934819691
2022-01-29 18:13:44.726705528,18,5,1,2022,0.89185528809179,Clear,91.14089277036811,Residential,23.505437560322463,5.431894551977319,8.889646635576726,Van,5.471881178305868,63.89355996573863,43.21434260905027,43.1548307211843,2.4342090766433206
2024-06-26 14:02:17.778010672,14,2,6,2024,26.546496425628746,Clear,87.83083747393775,Urban,59.451307284988495,11.29603075386688,9.708962449743714,Car,1.7661335255247437,37.153381248232584,18.220285810334882,28.308748582921535,4.126519048367409
2023-01-15 13:25:51.639396800,13,6,1,2023,15.977286648035872,Clear,92.23632915548741,Rural,88.07031466602159,7.9452620676672785,8.231563237891693,Car,13.355122331610133,22.71124669591223,2.5752352364579933,7.715693296693928,5.210358034967271
2022-10-02 19:03:34.465679424,19,6,10,2022,29.39386566959095,Clear,90.03451157668275,Urban,54.36035757626406,8.293322207801394,6.334386076731395,Car,4.745298725027661,37.02368514748423,23.741047605521324,32.49951966668939,4.508460793487237
2024-04-26 23:43:58.228055664,23,4,4,2024,16.761730993620617,Clear,95.05631719862839,Rural,72.41346833857955,9.236302046396329,7.518369297166322,Bus,20.96100513524292,39.34006756668634,23.897370996609805,33.8561633094379,4.703494960578266
2023-12-18 16:06:00.280260880,16,0,12,2023,5.098943592656402,Rain,79.42410060292771,Urban,55.748252772316576,10.885868713812611,5.3970274101549585,Motorcycle,7.879571556745322,62.73432099721015,46.39706099380198,27.62627152692573,4.823129437777917
2022-04-01 23:57:30.469279792,23,4,4,2022,16.2971272492636,Rain,60.32759136246199,Urban,46.723160866854954,10.621133982720396,6.829154439626254,Car,1.1998878126223982,34.192708971915124,18.63008842165506,27.71875161867224,5.293844405120547
2023-10-05 22:24:11.189351792,22,3,10,2023,22.25058320971499,Clear,89.86478991558903,Rural,79.9565623412394,7.625466091005196,7.627644170727304,Car,3.697732273045924,35.09095545647671,16.976647294831178,33.04276790114323,3.5504328525894047
2021-06-23 06:39:35.761809040,6,2,6,2021,25.294787555548087,Clear,89.438426912612,Rural,88.86488229761763,8.193918722121849,7.9445701521128225,Car,9.836271267340305,40.92853324312389,19.783904376177315,35.675162563421836,5.13236153109302
2020-10-06 22:03:26.904923352,22,1,10,2020,17.024916548801215,Clear,81.61121885320672,Urban,51.53470133652867,9.011781168424266,9.449311096573597,Van,9.779493031686583,55.2224470021369,35.76375003890415,25.534572303484865,3.328455580043156
2023-10-09 18:23:32.305463408,18,0,10,2023,14.876427860673742,Clear,97.99462587787332,Highway,113.7685056252598,14.31207368754575,7.495790495417294,Truck,25.0,40.07446005326178,22.060930152424095,46.424044898945006,6.109844873434595
2023-03-22 10:46:08.921124976,10,2,3,2023,13.339870245294556,Clear,97.56369689427677,Urban,44.90618171716034,10.221526724197634,8.031054451978827,Car,5.055455397287565,38.17198286389616,22.063674047872382,23.548577814645213,3.848114579961214
2020-09-06 01:45:48.399072768,1,6,9,2020,23.408009574705268,Clear,87.19103891597739,Highway,127.21538967314468,16.487708274413215,8.674259024890787,Motorcycle,1.381315474962312,43.41579212536779,25.782860779343714,49.91756227482405,5.50775451479838
2020-04-09 01:02:36.139846846,1,3,4,2020,14.755184987007116,Fog,30.328361128504017,Rural,85.39214636432517,6.672696633838545,8.37092383175257,Car,1.5642974069873081,57.249627197830165,39.15957892409671,28.833071363017247,6.186721906091714
2024-07-02 14:35:33.817614608,14,1,7,2024,25.83943355284878,Snow,57.096486707142795,Urban,46.72476573366192,8.435546195578338,7.175614641077009,Truck,8.946604224904027,31.549441015828506,13.343772338736374,14.932280088391002,6.445138018963157
